2025-01-23 14:28:03,960 - werkzeug - WARNING -  * Debugger is active!
2025-01-23 14:28:03,960 - werkzeug - INFO -  * Debugger PIN: 167-906-132
2025-01-23 14:28:04,007 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\decorator.py', reloading
2025-01-23 14:28:04,007 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\decorator.py', reloading
2025-01-23 14:28:04,038 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\__init__.py', reloading
2025-01-23 14:28:04,038 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\__init__.py', reloading
2025-01-23 14:28:04,054 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\_catch.py', reloading
2025-01-23 14:28:04,054 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\_exceptions.py', reloading
2025-01-23 14:28:04,054 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\_exceptions.py', reloading
2025-01-23 14:28:04,054 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\_version.py', reloading
2025-01-23 14:28:04,054 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\_version.py', reloading
2025-01-23 14:28:04,054 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\_formatting.py', reloading
2025-01-23 14:28:04,054 - werkzeug - INFO -  * Detected change in 'C:\\Users\\prakhar\\anaconda\\envs\\mlops\\Lib\\site-packages\\exceptiongroup\\_formatting.py', reloading
